product_id,price_id,is_default_price,variant_mode,variant_label_zh,mofu_sku,product_name,brand,category,current_hkd,cost_cny,target_product_margin,stored_cny_to_hkd,latest_cny_to_hkd,fx_change_percent,rounding_rule,pricing_ship_to_hk_hkd,retail_pricing_rule,unrounded_proposed_hkd,proposed_hkd,price_change_hkd,price_change_percent,current_margin_at_latest_fx,proposed_margin_at_latest_fx,would_change_without_guard,passes_potential_fx_trigger_0_5_percent,within_potential_price_change_cap_5_percent,potential_review_guard_status
prod_V8szxN4qvZQyrJ,price_1U8bDsRyM6dRKLtZjeQdGEbD,false,option,綠胖胖,MH-LIF-GEN-002,貓耳斜口高腳陶瓷食盤 12cm｜Cat Ear Raised Slanted Ceramic Bowl 12cm,未標示品牌,lifestyle,54.90,25.5000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",54.1435,54.90,0.00,0.0000,0.4576,0.4576,False,False,True,no_price_change
prod_V8t03LiP3rgoHN,price_1U8bE3RyM6dRKLtZ2dyFDhQx,false,option,藍色,MH-LIF-GEN-003,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,未標示品牌,lifestyle,59.90,27.9400,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",59.3242,59.90,0.00,0.0000,0.4553,0.4553,False,False,True,no_price_change
prod_V8t03LiP3rgoHN,price_1U8bE3RyM6dRKLtZ6NUu82ih,true,option,白色,MH-LIF-GEN-003,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,未標示品牌,lifestyle,59.90,27.9400,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",59.3242,59.90,0.00,0.0000,0.4553,0.4553,False,False,True,no_price_change
prod_V8t03LiP3rgoHN,price_1U8bE3RyM6dRKLtZoo1SG8fs,false,option,橘色,MH-LIF-GEN-003,貓臉斜口高腳陶瓷食盤 350ml｜Cat Face Raised Slanted Ceramic Bowl 350ml,未標示品牌,lifestyle,59.90,27.9400,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",59.3242,59.90,0.00,0.0000,0.4553,0.4553,False,False,True,no_price_change
prod_V8szss31Rm8tiJ,price_1U8bDzRyM6dRKLtZ4X3eofhW,true,option,魚圖案,MH-LIF-GEN-004,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,未標示品牌,lifestyle,38.90,18.3400,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",38.9408,39.90,1.00,2.5707,0.4494,0.4632,True,False,True,hold_fx_change_below_0.5_percent
prod_V8szss31Rm8tiJ,price_1U8bE0RyM6dRKLtZEhY45gCA,false,option,綠葉圖案,MH-LIF-GEN-004,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,未標示品牌,lifestyle,38.90,18.3400,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",38.9408,39.90,1.00,2.5707,0.4494,0.4632,True,False,True,hold_fx_change_below_0.5_percent
prod_V8szss31Rm8tiJ,price_1U8bE0RyM6dRKLtZMRGdUPd6,false,option,羽毛圖案,MH-LIF-GEN-004,高腳平口陶瓷貓咪食盤 250ml｜Raised Flat-Rim Ceramic Cat Bowl 250ml,未標示品牌,lifestyle,38.90,18.3400,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",38.9408,39.90,1.00,2.5707,0.4494,0.4632,True,False,True,hold_fx_change_below_0.5_percent
prod_V8t0eKeqlC0GzI,price_1U8bE6RyM6dRKLtZKBGrzFqk,true,single,深藍色 M,MH-LIF-GEN-005,深藍貓臉高腳陶瓷食盤 M｜Navy Cat Face Raised Ceramic Bowl M,未標示品牌,lifestyle,46.90,21.9000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",46.4997,46.90,0.00,0.0000,0.4547,0.4547,False,False,True,no_price_change
prod_V8szzgASg2ZnbO,price_1U8bDxRyM6dRKLtZBY1GwTXp,true,single,白貓海浪紋 M,MH-LIF-GEN-006,白貓海浪紋斜口高腳陶瓷食盤 M｜White Cat Wave Pattern Raised Slanted Ceramic Bowl M,未標示品牌,lifestyle,59.90,27.9400,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",59.3242,59.90,0.00,0.0000,0.4553,0.4553,False,False,True,no_price_change
prod_V8uIOVwsFqgPTV,price_1U8cU3RyM6dRKLtZBkHsqyun,false,choice,4.4L｜大顆粒,MH-LIF-ST-001,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,S.T. ニャンとも清潔トイレ,cats,203.90,96.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",203.8342,203.90,0.00,0.0000,0.4502,0.4502,False,False,True,no_price_change
prod_V8uIOVwsFqgPTV,price_1U8cU3RyM6dRKLtZTKnfNwxt,false,choice,4.4L｜小顆粒,MH-LIF-ST-001,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,S.T. ニャンとも清潔トイレ,cats,203.90,96.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",203.8342,203.90,0.00,0.0000,0.4502,0.4502,False,False,True,no_price_change
prod_V8uIOVwsFqgPTV,price_1U8cU3RyM6dRKLtZYlkAeABl,true,choice,4.4L｜極小顆粒,MH-LIF-ST-001,Nyantomo 清潔貓廁所 脫臭抗菌木質貓砂 4.4L｜Nyantomo Deodorising Antibacterial Wood Cat Litter 4.4L,S.T. ニャンとも清潔トイレ,cats,203.90,96.0000,0.4500,1.1654,1.1678,0.2059,upward .90,0,"CNY×1.1654/(1-45%), upward .90",203.8342,203.90,0.00,0.0000,0.4502,0.4502,False,False,True,no_price_change
